"Jul.Day","YYYY/MM/DD","Wdy","XAU/USD","XAG/USD","XPT/USD","CAD/USD","EUR/USD","JPY/USD","GBP/USD","CHF/USD","AUD/USD","HKD/USD","NZD/USD","KRW/USD","MXN/USD"
2456909,"2014/09/08","Mon",0.00079428,0.052111,0.00071225,1.0933,0.77232,105.63,0.61957,0.93174,1.0754,7.7505,1.2071,1024.6,13.078
2456910,"2014/09/09","Tue",0.00079634,0.052632,0.00071685,1.1012,0.77467,106.29,0.62162,0.93488,1.0862,7.7507,1.2128,1034.0,13.204
2456911,"2014/09/10","Wed",0.00079936,0.052604,0.00072359,1.0955,0.77475,106.77,0.61984,0.93833,1.0926,7.7504,1.2130,1034.5,13.210
2456912,"2014/09/11","Thu",0.00080564,0.053476,0.00072569,1.1032,0.77304,106.90,0.61638,0.93499,1.0971,7.7507,1.2216,1035.9,13.214
2456913,"2014/09/12","Fri",0.00081202,0.053648,0.00073529,1.1076,0.77195,107.22,0.61567,0.93374,1.1055,7.7508,1.2262,1035.1,13.250
2456916,"2014/09/15","Mon",0.00081021,0.053648,0.00073099,1.1051,0.77220,107.19,0.61569,0.93447,1.1079,7.7507,1.2246,1038.6,13.233
2456917,"2014/09/16","Tue",0.00081152,0.053333,0.00073368,1.0990,0.77058,106.91,0.61459,0.93167,1.1004,7.7511,1.2200,1035.8,13.155
2456918,"2014/09/17","Wed",0.00080906,0.053677,0.00073260,1.0952,0.77170,107.58,0.61239,0.93487,1.1077,7.7513,1.2271,1035.2,13.181
2456919,"2014/09/18","Thu",0.00081934,0.054054,0.00074405,1.0946,0.77439,108.70,0.61086,0.93452,1.1133,7.7512,1.2281,1043.5,13.237
2456920,"2014/09/19","Fri",0.00081984,0.054201,0.00074405,1.0969,0.77910,108.93,0.61300,0.94050,1.1192,7.7513,1.2319,1044.7,13.238
2456923,"2014/09/22","Mon",0.00082406,0.056370,0.00075245,1.1008,0.77949,108.88,0.61203,0.94094,1.1267,7.7514,1.2308,1040.5,13.259
2456924,"2014/09/23","Tue",0.00081833,0.055804,0.00074794,1.1060,0.77772,108.86,0.61091,0.93864,1.1296,7.7516,1.2396,1040.5,13.293
2456925,"2014/09/24","Wed",0.00082152,0.056306,0.00075301,1.1090,0.78203,108.94,0.61190,0.94447,1.1275,7.7520,1.2399,1040.3,13.301
2456926,"2014/09/25","Thu",0.00082389,0.057078,0.00076336,1.1106,0.78443,108.67,0.61305,0.94672,1.1369,7.7539,1.2609,1042.8,13.382
2456927,"2014/09/26","Fri",0.00082389,0.057013,0.00076687,1.1164,0.78831,109.34,0.61527,0.95167,1.1415,7.7582,1.2698,1044.3,13.446
2456930,"2014/09/29","Mon",0.00082001,0.056883,0.00076570,1.1145,0.78713,109.37,0.61473,0.95005,1.1446,7.7643,1.2846,1053.4,13.476
2456931,"2014/09/30","Tue",0.00082203,0.058445,0.00076923,1.1208,0.79192,109.67,0.61657,0.95542,1.1448,7.7649,1.2843,1055.4,13.428
2456932,"2014/10/01","Wed",0.00082203,0.058685,0.00078308,1.1171,0.79261,109.31,0.61674,0.95667,1.1450,7.7646,1.2803,1062.9,13.462
2456933,"2014/10/02","Thu",0.00082525,0.058514,0.00078555,1.1151,0.78928,108.16,0.61960,0.95324,1.1373,7.7627,1.2689,1061.0,13.411
2456934,"2014/10/03","Fri",0.00083682,0.058928,0.00080064,1.1256,0.79898,109.71,0.62655,0.96701,1.1529,7.7568,1.2870,1060.9,13.471
2456937,"2014/10/06","Mon",0.00083630,0.058754,0.00081367,1.1175,0.79413,109.13,0.62392,0.96270,1.1433,7.7551,1.2815,1069.4,13.401
2456938,"2014/10/07","Tue",0.00082611,0.057604,0.00079428,1.1182,0.79204,108.35,0.62222,0.96074,1.1353,7.7542,1.2762,1070.0,13.438
2456939,"2014/10/08","Wed",0.00082169,0.057637,0.00078431,1.1182,0.78846,108.35,0.62243,0.95646,1.1429,7.7569,1.2823,1075.2,13.487
2456940,"2014/10/09","Thu",0.00081516,0.056689,0.00078003,1.1149,0.78847,108.03,0.62028,0.95446,1.1394,7.7565,1.2716,1063.8,13.397
2456941,"2014/10/10","Fri",0.00082034,0.057937,0.00079618,1.1177,0.79146,107.89,0.62316,0.95693,1.1470,7.7600,1.2768,1073.7,13.429
2456945,"2014/10/14","Tue",0.00080988,0.057143,0.00078864,1.1236,0.78988,107.11,0.62778,0.95366,1.1459,7.7566,1.2732,1065.0,13.402
2456946,"2014/10/15","Wed",0.00080808,0.058789,0.00079554,1.1289,0.78255,106.10,0.62657,0.94453,1.1373,7.7573,1.2599,1059.0,13.559
2456947,"2014/10/16","Thu",0.00080792,0.057274,0.00080515,1.1266,0.78057,105.98,0.62250,0.94253,1.1411,7.7577,1.2555,1060.8,13.560
2456948,"2014/10/17","Fri",0.00081021,0.057604,0.00079428,1.1248,0.78405,106.72,0.62171,0.94688,1.1416,7.7589,1.2604,1065.2,13.518
2456951,"2014/10/20","Mon",0.00080354,0.057537,0.00078864,1.1277,0.78231,106.89,0.61972,0.94392,1.1383,7.7577,1.2554,1057.9,13.538
2456952,"2014/10/21","Tue",0.00079984,0.057604,0.00078064,1.1219,0.78592,106.75,0.61983,0.94827,1.1369,7.7568,1.2552,1055.4,13.507
2456953,"2014/10/22","Wed",0.00080402,0.057604,0.00078740,1.1219,0.79002,107.36,0.62234,0.95294,1.1372,7.7572,1.2589,1053.4,13.545
2456954,"2014/10/23","Thu",0.00081119,0.058582,0.00079302,1.1237,0.79006,108.15,0.62359,0.95358,1.1400,7.7576,1.2756,1058.1,13.526
2456955,"2014/10/24","Fri",0.00081119,0.058173,0.00079745,1.1213,0.78898,108.03,0.62122,0.95146,1.1349,7.7570,1.2720,1055.8,13.529
2456958,"2014/10/27","Mon",0.00081384,0.058207,0.00079808,1.1247,0.78667,107.73,0.61984,0.94847,1.1366,7.7572,1.2681,1052.1,13.570
2456959,"2014/10/28","Tue",0.00081350,0.058207,0.00079051,1.1178,0.78448,108.00,0.61894,0.94633,1.1302,7.7574,1.2613,1047.6,13.489
2456960,"2014/10/29","Wed",0.00081733,0.058140,0.00078771,1.1136,0.78362,108.12,0.61922,0.94517,1.1233,7.7550,1.2556,1044.7,13.415
2456961,"2014/10/30","Thu",0.00083195,0.059595,0.00080451,1.1193,0.79231,108.99,0.62412,0.95528,1.1332,7.7555,1.2754,1054.0,13.430
2456962,"2014/10/31","Fri",0.00085892,0.061728,0.00081500,1.1275,0.79812,112.08,0.62507,0.96236,1.1377,7.7553,1.2855,1073.8,13.484
2456965,"2014/11/03","Mon",0.00085635,0.061920,0.00080580,1.1320,0.80085,113.93,0.62559,0.96554,1.1495,7.7546,1.2936,1078.1,13.542
2456966,"2014/11/04","Tue",0.00085727,0.062035,0.00081433,1.1397,0.79660,113.40,0.62538,0.95975,1.1458,7.7524,1.2859,1078.2,13.594
2456967,"2014/11/05","Wed",0.00087566,0.065274,0.00083126,1.1377,0.80075,114.63,0.62566,0.96407,1.1641,7.7524,1.2940,1089.8,13.594
2456968,"2014/11/06","Thu",0.00087336,0.065445,0.00083822,1.1424,0.80570,114.88,0.63046,0.97027,1.1656,7.7527,1.2963,1083.9,13.621
2456969,"2014/11/07","Fri",0.00086618,0.064851,0.00083472,1.1360,0.80505,114.74,0.63118,0.96846,1.1601,7.7527,1.2930,1088.1,13.563
2456972,"2014/11/10","Mon",0.00086058,0.063816,0.00082713,1.1345,0.80478,114.78,0.63066,0.96784,1.1595,7.7543,1.2882,1089.8,13.548
2456974,"2014/11/12","Wed",0.00085874,0.064021,0.00083057,1.1284,0.80285,115.43,0.63230,0.96519,1.1449,7.7548,1.2662,1094.5,13.561
2456975,"2014/11/13","Thu",0.00086077,0.063532,0.00083264,1.1350,0.80150,115.64,0.63628,0.96342,1.1457,7.7551,1.2659,1094.5,13.612
2456976,"2014/11/14","Fri",0.00085543,0.065147,0.00084890,1.1294,0.80042,116.53,0.63876,0.96160,1.1447,7.7543,1.2643,1102.9,13.537
2456979,"2014/11/17","Mon",0.00084567,0.061728,0.00083195,1.1308,0.80347,116.45,0.63919,0.96542,1.1474,7.7548,1.2605,1098.9,13.588
2456980,"2014/11/18","Tue",0.00083840,0.061463,0.00082988,1.1305,0.79787,116.76,0.63910,0.95838,1.1462,7.7550,1.2595,1097.6,13.545
2456981,"2014/11/19","Wed",0.00083612,0.061501,0.00082919,1.1350,0.79694,117.70,0.63821,0.95740,1.1598,7.7551,1.2727,1112.7,13.609
2456982,"2014/11/20","Thu",0.00084034,0.061728,0.00083056,1.1312,0.79842,118.14,0.63769,0.95962,1.1616,7.7559,1.2739,1113.4,13.619
2456983,"2014/11/21","Fri",0.00083074,0.061350,0.00081301,1.1238,0.80692,117.74,0.63812,0.96971,1.1530,7.7577,1.2681,1111.6,13.627
2456986,"2014/11/24","Mon",0.00083507,0.061237,0.00081833,1.1282,0.80471,118.40,0.63697,0.96766,1.1609,7.7563,1.2732,1114.8,13.642
2456987,"2014/11/25","Tue",0.00083403,0.060024,0.00082440,1.1261,0.80184,118.00,0.63639,0.96462,1.1738,7.7548,1.2813,1109.5,13.641
2456988,"2014/11/26","Wed",0.00083507,0.060205,0.00081900,1.1236,0.79983,117.61,0.63348,0.96149,1.1719,7.7537,1.2692,1103.7,13.716
2456989,"2014/11/27","Thu",0.00083700,0.060901,0.00082034,1.1333,0.80154,117.72,0.63586,0.96344,1.1700,7.7528,1.2712,1101.4,13.767
2456990,"2014/11/28","Fri",0.00084549,0.062617,0.00082988,1.1427,0.80398,118.71,0.63945,0.96585,1.1733,7.7550,1.2756,1112.7,13.922
2456993,"2014/12/01","Mon",0.00083752,0.063573,0.00082782,1.1344,0.80068,118.15,0.63523,0.96323,1.1737,7.7545,1.2661,1110.0,13.933
2456994,"2014/12/02","Tue",0.00083682,0.061881,0.00081967,1.1400,0.80708,119.11,0.63894,0.97203,1.1827,7.7549,1.2822,1115.5,14.071
2456995,"2014/12/03","Wed",0.00083005,0.061350,0.00081766,1.1360,0.81276,119.82,0.63699,0.97796,1.1882,7.7526,1.2859,1114.8,14.093
2456996,"2014/12/04","Thu",0.00082713,0.060901,0.00080710,1.1373,0.80443,119.67,0.63672,0.96742,1.1899,7.7520,1.2805,1111.7,14.103
2456997,"2014/12/05","Fri",0.00083752,0.061237,0.00081235,1.1423,0.81279,121.39,0.64106,0.97716,1.2006,7.7511,1.2959,1118.8,14.327
2457000,"2014/12/08","Mon",0.00083822,0.061501,0.00081235,1.1472,0.81362,120.90,0.64004,0.97784,1.2054,7.7511,1.3051,1113.8,14.428
2457001,"2014/12/09","Tue",0.00081500,0.061087,0.00080386,1.1422,0.80550,118.88,0.63718,0.96813,1.1993,7.7536,1.2946,1103.6,14.367
2457002,"2014/12/10","Wed",0.00081367,0.058617,0.00080580,1.1482,0.80485,118.51,0.63739,0.96805,1.2042,7.7511,1.2964,1105.1,14.518
2457003,"2014/12/11","Thu",0.00082220,0.058893,0.00081301,1.1535,0.80664,119.40,0.63648,0.96892,1.2103,7.7510,1.2820,1102.8,14.706
2457004,"2014/12/12","Fri",0.00082169,0.058582,0.00081235,1.1540,0.80111,118.23,0.63585,0.96207,1.2096,7.7524,1.2842,1104.3,14.789
2457007,"2014/12/15","Mon",0.00082696,0.059347,0.00082508,1.1630,0.80201,117.76,0.63852,0.96323,1.2149,7.7525,1.2899,1099.2,14.798
2457008,"2014/12/16","Tue",0.00083160,0.061387,0.00082169,1.1625,0.79985,117.31,0.63559,0.96051,1.2165,7.7538,1.2842,1082.4,14.743
2457009,"2014/12/17","Wed",0.00083630,0.062696,0.00083195,1.1629,0.80600,117.67,0.63889,0.96787,1.2240,7.7555,1.2941,1095.0,14.567
2457010,"2014/12/18","Thu",0.00083403,0.062189,0.00082988,1.1594,0.81356,118.84,0.63854,0.97947,1.2243,7.7560,1.2894,1099.0,14.560
2457011,"2014/12/19","Fri",0.00083647,0.063052,0.00083542,1.1629,0.81745,119.58,0.64075,0.98309,1.2302,7.7542,1.2914,1099.2,14.665
2457014,"2014/12/22","Mon",0.00083665,0.062150,0.00083682,1.1643,0.81625,119.85,0.64032,0.98212,1.2286,7.7563,1.2921,1098.4,14.640
2457015,"2014/12/23","Tue",0.00085052,0.063654,0.00084531,1.1627,0.82100,120.69,0.64451,0.98726,1.2351,7.7576,1.2969,1106.3,14.708
2457016,"2014/12/24","Wed",,,,1.1623,0.82049,120.46,0.64319,0.98659,1.2333,7.7618,1.2955,1105.9,14.746
2457021,"2014/12/29","Mon",0.00084353,0.062500,0.00082372,1.1632,0.82112,120.58,0.64422,0.98794,1.2277,7.7582,1.2843,1100.5,14.713
2457022,"2014/12/30","Tue",0.00082919,0.063331,0.00082919,1.1599,0.82146,119.36,0.64221,0.98816,1.2198,7.7582,1.2746,1100.5,14.725
2457023,"2014/12/31","Wed",,,,1.1601,0.82640,119.87,0.64197,0.99358,1.2239,7.7536,1.2829,1092.4,14.750
2457025,"2015/01/02","Fri",0.00085324,0.063654,0.00083822,1.1728,0.83242,120.21,0.65101,1.00051,1.2319,7.7568,1.2971,1105.4,14.806
2457028,"2015/01/05","Mon",0.00083333,0.062972,0.00082919,1.1787,0.83905,119.65,0.65644,1.00804,1.2354,7.7561,1.2984,1108.8,14.971
2457029,"2015/01/06","Tue",0.00082628,0.061387,0.00082440,1.1804,0.83782,118.22,0.65896,1.00614,1.2319,7.7533,1.2811,1099.1,14.882
2457030,"2015/01/07","Wed",0.00082610,0.061237,0.00082102,1.1851,0.84602,119.53,0.66344,1.01612,1.2424,7.7550,1.2945,1102.4,14.790
2457031,"2015/01/08","Thu",0.00082271,0.061087,0.00081900,1.1812,0.84674,119.52,0.66151,1.01696,1.2307,7.7553,1.2781,1096.7,14.612
2457032,"2015/01/09","Fri",0.00082119,0.061576,0.00081633,1.1857,0.84536,118.66,0.66004,1.01533,1.2210,7.7531,1.2774,1086.8,14.577
2457035,"2015/01/12","Mon",0.00081533,0.060533,0.00081103,1.1930,0.84520,118.35,0.65933,1.01506,1.2248,7.7529,1.2861,1084.5,14.640
2457036,"2015/01/13","Tue",0.00081202,0.058823,0.00080386,1.1948,0.84906,118.18,0.65942,1.01963,1.2251,7.7531,1.2935,1081.3,14.574
2457037,"2015/01/14","Wed",0.00080972,0.060096,0.00080515,1.1958,0.84700,116.78,0.65649,1.01727,1.2252,7.7545,1.2911,1081.2,14.576
2457038,"2015/01/15","Thu",0.00079428,0.058411,0.00079491,1.1932,0.86239,116.98,0.65959,0.89492,1.2179,7.7539,1.2838,1078.8,14.590
2457039,"2015/01/16","Fri",0.00078278,0.059102,0.00079239,1.1986,0.86830,117.51,0.66090,0.84905,1.2205,7.7541,1.2858,1077.9,14.613
2457042,"2015/01/19","Mon",0.00078508,0.056657,0.00079114,1.1966,0.86043,117.54,0.66078,0.87580,1.2179,7.7531,1.2862,1079.0,14.650
2457043,"2015/01/20","Tue",0.00077595,0.056180,0.00078927,1.2085,0.86519,118.48,0.65963,0.87528,1.2232,7.7520,1.3000,1087.8,14.647
2457044,"2015/01/21","Wed",0.00077310,0.054885,0.00077821,1.2374,0.86332,117.85,0.66153,0.85984,1.2344,7.7510,1.3199,1083.5,14.727
2457045,"2015/01/22","Thu",0.00077175,0.055310,0.00078186,1.2371,0.87619,117.93,0.66439,0.86808,1.2350,7.7522,1.3244,1082.3,14.604
2457046,"2015/01/23","Fri",0.00077235,0.054855,0.00078493,1.2403,0.88662,117.79,0.66572,0.87610,1.2603,7.7516,1.3377,1076.6,14.642
2457049,"2015/01/26","Mon",0.00078049,0.056085,0.00079618,1.2411,0.88580,118.43,0.66277,0.89896,1.2605,7.7527,1.3468,1080.2,14.565
2457050,"2015/01/27","Tue",0.00077610,0.055960,0.00079239,1.2404,0.87959,117.57,0.65814,0.90448,1.2595,7.7522,1.3404,1076.7,14.581
2457051,"2015/01/28","Wed",0.00077640,0.055525,0.00079554,1.2451,0.88174,117.80,0.65945,0.90586,1.2544,7.7524,1.3421,1085.5,14.688
2457052,"2015/01/29","Thu",0.00078818,0.057372,0.00081103,1.2644,0.88432,118.28,0.66481,0.92278,1.2892,7.7519,1.3776,1099.5,14.886
2457053,"2015/01/30","Fri",0.00079349,0.059102,0.00081900,1.2717,0.88577,117.42,0.66550,0.92112,1.2884,7.7530,1.3799,1104.9,15.009
2457056,"2015/02/02","Mon",0.00078585,0.058072,0.00081766,1.2578,0.88217,117.33,0.66550,0.92649,1.2792,7.7530,1.3696,1100.4,14.883
2457057,"2015/02/03","Tue",0.00079098,0.056850,0.00081433,1.2456,0.87251,117.51,0.66101,0.92362,1.2927,7.7539,1.3712,1096.5,14.755
2457058,"2015/02/04","Wed",0.00078833,0.057504,0.00080775,1.2550,0.87585,117.62,0.65755,0.92395,1.2886,7.7522,1.3569,1087.5,14.796
2457059,"2015/02/05","Thu",0.00079412,0.058824,0.00080972,1.2422,0.87473,117.41,0.65393,0.92515,1.2819,7.7518,1.3536,1087.7,14.750
2457060,"2015/02/06","Fri",0.00080580,0.058072,0.00080710,1.2523,0.88258,119.15,0.65596,0.92318,1.2810,7.7525,1.3588,1097.5,14.921
2457063,"2015/02/09","Mon",0.00080743,0.058928,0.00082305,1.2448,0.88371,118.67,0.65720,0.92598,1.2801,7.7533,1.3486,1097.7,14.810
2457064,"2015/02/10","Tue",0.00081004,0.059524,0.00082237,1.2528,0.88375,119.31,0.65571,0.92642,1.2853,7.7543,1.3493,1099.9,14.955
2457065,"2015/02/11","Wed",0.00081716,0.058997,0.00083333,1.2635,0.88536,120.33,0.65660,0.92911,1.2966,7.7547,1.3550,1109.3,15.105
2457066,"2015/02/12","Thu",0.00081800,0.059207,0.00083057,1.2462,0.87656,118.69,0.65025,0.92841,1.2885,7.7553,1.3407,1101.9,14.892
2457067,"2015/02/13","Fri",0.00081136,0.059312,0.00083264,1.2449,0.87663,118.68,0.64964,0.93111,1.2867,7.7554,1.3393,1098.8,14.875
2457071,"2015/02/17","Tue",0.00082679,0.059453,0.00083893,1.2403,0.87759,119.03,0.65159,0.93473,1.2796,7.7589,1.3295,1108.4,14.888
2457072,"2015/02/18","Wed",0.00082919,0.060901,0.00085324,1.2455,0.88177,119.19,0.64812,0.94464,1.2859,7.7587,1.3304,1114.0,14.963
2457073,"2015/02/19","Thu",0.00082679,0.059773,0.00085470,1.2486,0.87781,118.80,0.64728,0.94749,1.2806,7.7578,1.3260,1111.8,14.939
2457074,"2015/02/20","Fri",0.00082764,0.061200,0.00085763,1.2506,0.87947,118.65,0.65003,0.94221,1.2769,7.7582,1.3276,1110.7,15.064
2457077,"2015/02/23","Mon",0.00083022,0.061728,0.00085985,1.2580,0.88151,118.90,0.64672,0.94972,1.2811,7.7571,1.3270,1109.3,15.080
2457078,"2015/02/24","Tue",0.00083857,0.061275,0.00086207,1.2603,0.88455,119.12,0.64797,0.95174,1.2809,7.7562,1.3415,1108.4,14.977
2457079,"2015/02/25","Wed",0.00083005,0.060569,0.00085763,1.2419,0.88009,118.84,0.64528,0.94997,1.2663,7.7567,1.3251,1102.9,14.920
2457080,"2015/02/26","Thu",0.00082764,0.059453,0.00084674,1.2490,0.89195,119.41,0.64833,0.95409,1.2794,7.7552,1.3237,1101.4,14.947
2457081,"2015/02/27","Fri",0.00082372,0.060496,0.00084962,1.2508,0.89305,119.69,0.64771,0.95132,1.2806,7.7560,1.3236,1102.0,14.940
2457084,"2015/03/02","Mon",0.00082474,0.060132,0.00084388,1.2535,0.89376,120.07,0.65059,0.95541,1.2855,7.7549,1.3296,1102.5,14.992
2457085,"2015/03/03","Tue",0.00082457,0.060901,0.00084317,1.2452,0.89191,119.50,0.64976,0.95910,1.2756,7.7542,1.3210,1097.1,14.938
2457086,"2015/03/04","Wed",0.00083368,0.061275,0.00084890,1.2440,0.90341,119.73,0.65508,0.96419,1.2788,7.7547,1.3188,1101.9,15.084
2457087,"2015/03/05","Thu",0.00083195,0.061767,0.00084317,1.2482,0.90871,120.25,0.65671,0.97371,1.2884,7.7562,1.3397,1100.7,15.185
2457088,"2015/03/06","Fri",0.00085052,0.062539,0.00085763,1.2616,0.92135,120.96,0.66390,0.98478,1.2969,7.7564,1.3580,1112.5,15.451
2457091,"2015/03/09","Mon",0.00085580,0.062814,0.00086806,1.2598,0.92205,121.13,0.66243,0.98738,1.2964,7.7601,1.3589,1115.9,15.463
2457092,"2015/03/10","Tue",0.00086058,0.063371,0.00087796,1.2633,0.93398,121.24,0.66291,0.99976,1.3097,7.7602,1.3754,1123.9,15.583
2457093,"2015/03/11","Wed",0.00086956,0.063939,0.00089047,1.2764,0.94569,121.56,0.66915,1.00742,1.3191,7.7648,1.3857,1132.6,15.462
2457094,"2015/03/12","Thu",0.00086787,0.063776,0.00089445,1.2691,0.94210,121.33,0.67088,1.00348,1.2979,7.7690,1.3508,1121.1,15.368
2457095,"2015/03/13","Fri",0.00086806,0.064516,0.00089686,1.2803,0.95027,121.13,0.67777,1.00487,1.3106,7.7691,1.3643,1138.0,15.502
2457098,"2015/03/16","Mon",0.00086900,0.064185,0.00089847,1.2765,0.94570,121.34,0.67568,1.00742,1.3064,7.7658,1.3534,1130.6,15.424
2457099,"2015/03/17","Tue",0.00086900,0.064267,0.00090992,1.2769,0.94299,121.26,0.67830,1.00425,1.3134,7.7633,1.3680,1129.0,15.425
2457100,"2015/03/18","Wed",0.00087165,0.064641,0.00091912,1.2771,0.93967,120.94,0.68098,0.99532,1.3066,7.7581,1.3582,1128.2,15.428
2457101,"2015/03/19","Thu",0.00085763,0.062972,0.00089686,1.2744,0.94156,120.91,0.67906,0.99221,1.3127,7.7601,1.3560,1121.8,15.304
2457102,"2015/03/20","Fri",0.00084524,0.061843,0.00088574,1.2595,0.92672,120.30,0.67016,0.97658,1.2889,7.7593,1.3237,1114.6,15.053
2457105,"2015/03/23","Mon",0.00084299,0.059773,0.00087642,1.2516,0.91518,119.77,0.66956,0.96701,1.2742,7.7556,1.3118,1108.6,14.959
2457106,"2015/03/24","Tue",0.00083928,0.058928,0.00088339,1.2511,0.91696,119.95,0.67260,0.95877,1.2711,7.7562,1.3107,1105.2,14.944
2457107,"2015/03/25","Wed",0.00083640,0.059032,0.00087260,1.2513,0.91023,119.40,0.67047,0.95753,1.2729,7.7555,1.3101,1100.5,14.936
2457108,"2015/03/26","Thu",0.00083115,0.058377,0.00086655,1.2471,0.91591,119.00,0.67378,0.96138,1.2762,7.7545,1.3188,1104.6,15.085
2457109,"2015/03/27","Fri",0.00083630,0.058343,0.00087874,1.2580,0.91818,119.13,0.67212,0.95884,1.2899,7.7539,1.3230,1104.5,15.177
2457112,"2015/03/30","Mon",0.00084353,0.060060,0.00089365,1.2689,0.92445,120.16,0.67621,0.96811,1.3083,7.7552,1.3311,1107.2,15.251
2457113,"2015/03/31","Tue",0.00084246,0.060241,0.00088574,1.2683,0.93100,119.99,0.67341,0.97143,1.3117,7.7540,1.3360,1108.7,15.246
2457114,"2015/04/01","Wed",0.00083542,0.060386,0.00087566,1.2612,0.92879,119.66,0.67465,0.96718,1.3135,7.7526,1.3404,1098.6,15.115
2457115,"2015/04/02","Thu",0.00083438,0.059382,0.00086655,1.2585,0.91948,119.74,0.67379,0.95791,1.3217,7.7529,1.3364,1090.6,15.068
2457119,"2015/04/06","Mon",,,,1.2452,0.90857,119.04,0.66853,0.95272,1.3062,7.7527,1.3152,1084.7,14.826
2457120,"2015/04/07","Tue",0.00082576,0.059312,0.00085690,1.2488,0.92169,120.42,0.67313,0.96418,1.3081,7.7517,1.3323,1094.5,14.922
2457121,"2015/04/08","Wed",0.00082833,0.059382,0.00085543,1.2508,0.92440,119.92,0.67017,0.96364,1.2962,7.7504,1.3193,1095.3,14.908
2457122,"2015/04/09","Thu",0.00083696,0.061350,0.00086058,1.2580,0.93720,120.27,0.67857,0.97534,1.2978,7.7500,1.3239,1094.9,15.059
2457123,"2015/04/10","Fri",0.00082826,0.060423,0.00085397,1.2595,0.94366,120.30,0.68277,0.98069,1.3032,7.7501,1.3282,1094.3,15.167
2457126,"2015/04/13","Mon",0.00083410,0.061463,0.00086655,1.2602,0.94510,120.36,0.68237,0.97804,1.3196,7.7501,1.3428,1101.6,15.310
2457127,"2015/04/14","Tue",0.00083699,0.062189,0.00087184,1.2478,0.93693,119.29,0.67624,0.97143,1.3095,7.7522,1.3272,1091.7,15.215
2457128,"2015/04/15","Wed",0.00083829,0.061805,0.00087108,1.2379,0.94374,119.26,0.67660,0.97227,1.3141,7.7523,1.3271,1096.5,15.364
2457129,"2015/04/16","Thu",0.00083032,0.060716,0.00085690,1.2206,0.93097,119.20,0.67014,0.95854,1.2828,7.7517,1.3052,1087.9,15.216
2457130,"2015/04/17","Fri",0.00083101,0.061125,0.00086133,1.2229,0.92763,119.08,0.66928,0.95264,1.2862,7.7515,1.3015,1083.2,15.319
2457133,"2015/04/20","Mon",0.00083577,0.062150,0.00086956,1.2204,0.92912,119.30,0.67055,0.95448,1.2943,7.7502,1.3044,1081.9,15.395
2457134,"2015/04/21","Tue",0.00083661,0.062189,0.00086806,1.2274,0.92964,119.40,0.66918,0.95288,1.2920,7.7502,1.3005,1082.4,15.383
2457135,"2015/04/22","Wed",0.00084087,0.062305,0.00087873,1.2250,0.93220,119.86,0.66562,0.96670,1.2870,7.7502,1.3029,1081.2,15.430
2457136,"2015/04/23","Thu",0.00084335,0.063052,0.00088574,1.2147,0.92577,119.67,0.66464,0.95525,1.2850,7.7500,1.3183,1080.7,15.335
2457137,"2015/04/24","Fri",0.00084531,0.063171,0.00088653,1.2166,0.91951,118.92,0.65897,0.95322,1.2781,7.7501,1.3157,1076.6,15.380
2457140,"2015/04/27","Mon",0.00083333,0.063131,0.00088889,1.2105,0.91816,119.14,0.65645,0.95345,1.2726,7.7500,1.3079,1072.2,15.321
2457141,"2015/04/28","Tue",0.00082713,0.061274,0.00087413,1.2021,0.91089,118.78,0.65250,0.95397,1.2475,7.7505,1.2933,1064.7,15.218
2457142,"2015/04/29","Wed",0.00082713,0.060680,0.00086356,1.1954,0.89503,118.83,0.64592,0.93588,1.2400,7.7507,1.2927,1067.3,15.168
2457143,"2015/04/30","Thu",0.00084728,0.060533,0.00088028,1.2119,0.89591,119.87,0.65247,0.94121,1.2713,7.7513,1.3176,1078.2,15.385
2457144,"2015/05/01","Fri",0.00085038,0.061843,0.00088731,1.2192,0.89332,120.24,0.66067,0.93418,1.2799,7.7513,1.3298,1081.8,15.569
2457147,"2015/05/04","Mon",,,,1.2111,0.89724,120.27,0.66159,0.93572,1.2757,7.7532,1.3282,1082.3,15.511
2457148,"2015/05/05","Tue",0.00083542,0.060901,0.00086505,1.2040,0.89497,119.92,0.65897,0.92651,1.2594,7.7520,1.3225,1081.8,15.343
2457149,"2015/05/06","Wed",0.00083735,0.060938,0.00087413,1.2009,0.88139,119.37,0.65598,0.91518,1.2492,7.7519,1.3311,1079.0,15.296
2457150,"2015/05/07","Thu",0.00084246,0.061162,0.00088496,1.2139,0.88632,119.71,0.65691,0.91983,1.2637,7.7542,1.3434,1094.6,15.331
2457151,"2015/05/08","Fri",0.00084317,0.061312,0.00087719,1.2088,0.88974,119.80,0.64714,0.92771,1.2636,7.7542,1.3355,1089.0,15.123
2457154,"2015/05/11","Mon",0.00084087,0.061013,0.00088339,1.2105,0.89753,120.09,0.64132,0.93453,1.2662,7.7536,1.3606,1096.5,15.284
2457155,"2015/05/12","Tue",0.00083928,0.060753,0.00088183,1.1987,0.88984,119.75,0.63764,0.92693,1.2518,7.7529,1.3560,1094.7,15.297
2457156,"2015/05/13","Wed",0.00082610,0.060060,0.00087489,1.1951,0.87933,119.03,0.63502,0.91628,1.2319,7.7518,1.3356,1091.4,15.240
2457157,"2015/05/14","Thu",0.00081633,0.057471,0.00086806,1.1992,0.87970,119.20,0.63426,0.91472,1.2373,7.7506,1.3335,1090.2,15.119
